Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Picasso: Oeuvres 1920-1926,Pablo Picasso,4609,"1925, published 1926","Monograph with reproductions and one etching and drypoint (""Woman in Armchair""; unbound frontispiece)","plate: 4 5/8 x 3 1/16"" (11.7 x 7.7 cm); page (irreg.): 11 x 8 7/8"" (28 x 22.5 cm)
",The Louis E. Stern Collection,963.1964,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29292,http://www.moma.org/collection/works/29292,http://www.moma.org/media/W1siZiIsIjE1ODc5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d36c6aa6aae6c90c,,,,11.7,,,7.7,,
Les Joues en feu,Pablo Picasso,4609,1925.  (Reproduced drawing executed 1920).,Illustrated book with one collotype reproduction after lithographic transfer drawing and supplementary duplicate,"page (irreg.): 7 1/16 x 4 5/8"" (18 x 11.8 cm)",The Louis E. Stern Collection,964.1964,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29294,http://www.moma.org/collection/works/29294,http://www.moma.org/media/W1siZiIsIjE1ODc5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8af234e51a4fda8,,,,18.0,,,11.8,,
Picasso Dessins,Pablo Picasso,4609,1926,"Monograph with reproductions and 1 lithograph (""Head of a Woman""; unbound frontispiece)","composition (irreg.): 5 1/16 x 4 13/16"" (12.8 x 12.2 cm); page (irreg.): 9 13/16 x 8 1/4"" (25 x 21 cm)
",The Louis E. Stern Collection,965.1964.1-2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29296,http://www.moma.org/collection/works/29296,http://www.moma.org/media/W1siZiIsIjE1Njg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cda0d7f84025080a,,,,12.8,,,12.2,,
"Le Manuscrit Autographe: Quatrième Année, No. 21 (Mai-Juin) 1929.",Pablo Picasso,4609,1929,"Book with one transfer lithograph (""Figure: Bather at the Cabana""; unbound plate) and reproductions","composition (irreg.): 9 5/16 x 5 1/2"" (23.7 x 14 cm); page (irreg.): 11 x 9"" (28 x 22.8 cm)
",The Louis E. Stern Collection,966.1964,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29298,http://www.moma.org/collection/works/29298,http://www.moma.org/media/W1siZiIsIjE1NDM3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0396a6ba1885b37e,,,,23.7,,,14.0,,
Painter Before His Painting from Le Chef-d'œuvre inconnu,Pablo Picasso,4609,"1927, published 1931",Etching from an illustrated book of 13 etchings,"plate: 10 13/16 × 7 11/16"" (27.5 × 19.5 cm); page: 13 × 9 15/16"" (33 × 25.2 cm)",The Louis E. Stern Collection,967.1964.1,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29300,http://www.moma.org/collection/works/29300,http://www.moma.org/media/W1siZiIsIjE3MTczNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ef7f27167a6c38c,,,,27.5,,,19.5,,
Le Chef-d'œuvre inconnu,Pablo Picasso,4609,"1924–31, published 1931",Illustrated book with 13 etchings (including table of etchings); 67 wood engravings (cut by George Aubert after Picasso drawings); and 16 pages reproducing (lineblock) dot and line drawings,"plate (see child records): dimensions vary; page (orientation varies; each approx.): 12 15/16 x 9 15/16"" (33 x 25.2 cm)",The Louis E. Stern Collection,967.1964.1-13,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29301,http://www.moma.org/collection/works/29301,http://www.moma.org/media/W1siZiIsIjE3Mzc1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1d706a5652c2604,,,,33.0,,,25.2,,
Seated Nude and Sketches from Le Chef-d'œuvre inconnu,Pablo Picasso,4609,"1928, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 x 10 15/16"" (19.4 x 27.8 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",The Louis E. Stern Collection,967.1964.10,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29302,http://www.moma.org/collection/works/29302,http://www.moma.org/media/W1siZiIsIjE2MzI0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21c654f3cb332836,,,,19.4,,,27.8,,
Bull and Horse in the Arena from Le Chef-d'œuvre inconnu,Pablo Picasso,4609,"1929, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 × 10 7/8"" (19.4 × 27.7 cm); page: 13 × 9 15/16"" (33 × 25.2 cm)",The Louis E. Stern Collection,967.1964.11,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29303,http://www.moma.org/collection/works/29303,http://www.moma.org/media/W1siZiIsIjE2MzI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb68fc385f275580,,,,19.4,,,27.7,,
Painter and Model Knitting from Le Chef-d'œuvre inconnu,Pablo Picasso,4609,"1927, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 × 10 15/16"" (19.3 × 27.8 cm); page: 13 × 9 15/16"" (33 × 25.2 cm)",The Louis E. Stern Collection,967.1964.12,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29304,http://www.moma.org/collection/works/29304,http://www.moma.org/media/W1siZiIsIjE3NDc2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8646b4831f483dda,,,,19.3,,,27.8,,
Table of etchings from Le Chef-d'œuvre inconnu,Pablo Picasso,4609,1931,Etching from an illustrated book of 13 etchings,"plate: 10 7/8 x 7 3/4"" (27.7 x 19.7 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",The Louis E. Stern Collection,967.1964.13,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29305,http://www.moma.org/collection/works/29305,http://www.moma.org/media/W1siZiIsIjE2MzI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f977ee01d670740e,,,,27.7,,,19.7,,
"Painter Working, Observed by Nude Model from Le Chef-d'œuvre inconnu",Pablo Picasso,4609,"1927–28, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 x 11"" (19.4 x 27.9 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",The Louis E. Stern Collection,967.1964.2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29306,http://www.moma.org/collection/works/29306,http://www.moma.org/media/W1siZiIsIjE3NjA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d633c2576f8031ad,,,,19.4,,,27.9,,
"Three Standing Nudes, with Sketches of Faces from Le Chef-d'œuvre inconnu",Pablo Picasso,4609,"1927–28, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 x 10 15/16"" (19.4 x 27.8 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",The Louis E. Stern Collection,967.1964.3,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29307,http://www.moma.org/collection/works/29307,http://www.moma.org/media/W1siZiIsIjE3NjA2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ccad20ce47c2583b,,,,19.4,,,27.8,,
"Painter Picking up His Brush, with a Model in a Turban from Le Chef-d'œuvre inconnu",Pablo Picasso,4609,"1927–28, published 1931",Etching from an illustrated book of 13 etchings,"plate: 7 5/8 × 10 7/8"" (19.4 × 27.6 cm); page: 13 × 9 15/16"" (33 × 25.2 cm)",The Louis E. Stern Collection,967.1964.4,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29308,http://www.moma.org/collection/works/29308,http://www.moma.org/media/W1siZiIsIjE3NjA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b594e9d1e51e825b,,,,19.4,,,27.6,,
